Start Station,End Station,Start Line,End Line,Travel Time (minutes)
Noida Sector 61,Bata Chowk,Blue Line,Violet Line,38
Noida Sector 61,Neelam Chowk Ajronda,Blue Line,Violet Line,37
Noida Sector 61,Mewala Maharajpur,Blue Line,Violet Line,33
Noida Sector 61,Badarpur Border,Blue Line,Violet Line,33
Noida Sector 61,Tughlakabad Station,Blue Line,Violet Line,32
Noida Sector 61,Mohan Estate,Blue Line,Violet Line,32
Noida Sector 61,Sarita Vihar,Blue Line,Violet Line,31
Noida Sector 61,Jasola Apollo,Blue Line,Violet Line,31
Noida Sector 61,Harkesh Nagar Okhla,Blue Line,Violet Line,30
Noida Sector 61,Govind Puri,Blue Line,Violet Line,29
Noida Sector 61,Sector 28,Blue Line,Violet Line,14
Noida Sector 61,Nehru Place,Blue Line,Violet Line,28
Noida Sector 61,Kalkaji Mandir,Blue Line,Violet Line,29
Noida Sector 61,Kailash Colony,Blue Line,Violet Line,27
Noida Sector 61,Moolchand,Blue Line,Violet Line,26
Noida Sector 61,Lajpat Nagar,Blue Line,Violet Line,27
Noida Sector 61,Jangpura,Blue Line,Violet Line,29
Noida Sector 61,Jawaharlal Nehru Stadium,Blue Line,Violet Line,28
Noida Sector 61,Khan Market,Blue Line,Violet Line,29
Noida Sector 61,Janpath,Blue Line,Violet Line,29
Noida Sector 61,ITO,Blue Line,Violet Line,34
Noida Sector 61,Delhi Gate,Blue Line,Violet Line,35
Noida Sector 61,Jama Masjid,Blue Line,Violet Line,37
Noida Sector 61,Sarai,Blue Line,Violet Line,35
Noida Sector 61,HUDA City Centre,Blue Line,Yellow Line,5
Noida Sector 61,Sultanpur,Blue Line,Yellow Line,32
Noida Sector 61,IFFCO Chowk,Blue Line,Yellow Line,3
Noida Sector 61,MG Road,Blue Line,Yellow Line,1
Noida Sector 61,Arjan Garh,Blue Line,Yellow Line,6
Noida Sector 61,Sikandarpur,Blue Line,Yellow Line,2
Noida Sector 61,Guru Dronacharya,Blue Line,Yellow Line,3
Noida Sector 61,Ghitorni,Blue Line,Yellow Line,10
Noida Sector 61,Chhatarpur,Blue Line,Yellow Line,14
Noida Sector 61,Saket,Blue Line,Yellow Line,21
Noida Sector 61,Malviya Nagar,Blue Line,Yellow Line,21
Noida Sector 61,Hauz Khas,Blue Line,Yellow Line,21
Noida Sector 61,Green Park,Blue Line,Yellow Line,23
Noida Sector 61,AIIMS,Blue Line,Yellow Line,24
Noida Sector 61,INA,Blue Line,Yellow Line,25
Noida Sector 61,Jor Bagh,Blue Line,Yellow Line,27
Noida Sector 61,Lok Kalyan Marg,Blue Line,Yellow Line,27
Noida Sector 61,Udyog Bhawan,Blue Line,Yellow Line,29
Noida Sector 61,Central Secretariat,Blue Line,Yellow Line,30
Noida Sector 61,Patel Chowk,Blue Line,Yellow Line,31
Noida Sector 61,Rajiv Chowk,Blue Line,Yellow Line,33
Noida Sector 61,New Delhi,Blue Line,Yellow Line,34
Noida Sector 61,Chawri Bazar,Blue Line,Yellow Line,36
Noida Sector 61,Chandni Chowk,Blue Line,Yellow Line,37
Noida Sector 61,Civil Lines,Blue Line,Yellow Line,39
Noida Sector 61,Vidhan Sabha,Blue Line,Yellow Line,40
Noida Sector 61,Vishwa Vidyalaya,Blue Line,Yellow Line,41
Noida Sector 61,GTB Nagar,Blue Line,Yellow Line,41
Noida Sector 61,Model Town,Blue Line,Yellow Line,41
Noida Sector 61,Azadpur,Blue Line,Yellow Line,41
Noida Sector 61,Adarsh Nagar,Blue Line,Yellow Line,41
Noida Sector 61,Jahangirpuri,Blue Line,Yellow Line,43
Noida Sector 61,Haiderpur,Blue Line,Yellow Line,43
Noida Sector 61,Rohini Sector 18,Blue Line,Yellow Line,44
Noida Sector 61,Samaypur Badli,Blue Line,Yellow Line,45
Noida Sector 62,Dwarka Sector 21,Blue Line,Blue Line,13
Noida Sector 62,Botanical Garden,Blue Line,Blue Line,40
Noida Sector 62,Dwarka Sector 8,Blue Line,Blue Line,15
Noida Sector 62,Dwarka Sector 9,Blue Line,Blue Line,16
Noida Sector 62,Dwarka,Blue Line,Blue Line,18
Noida Sector 62,Noida Electronic City,Blue Line,Blue Line,35
Noida Sector 62,Dwarka Sector 10,Blue Line,Blue Line,18
Noida Sector 62,Dwarka Sector 11,Blue Line,Blue Line,19
Noida Sector 62,New Ashok Nagar,Blue Line,Blue Line,37
Noida Sector 62,Dwarka Sector 12,Blue Line,Blue Line,20
Noida Sector 62,Mayur Vihar Extension,Blue Line,Blue Line,37
Noida Sector 62,Dwarka Sector 13,Blue Line,Blue Line,21
Noida Sector 62,Golf Course,Blue Line,Blue Line,23
Noida Sector 62,Dwarka Sector 14,Blue Line,Blue Line,23
Noida Sector 62,Mayur Vihar -I,Blue Line,Blue Line,37
Noida Sector 62,Akshardham,Blue Line,Blue Line,37
Noida Sector 62,Dwarka Mor,Blue Line,Blue Line,25
Noida Sector 62,Nawada,Blue Line,Blue Line,24
Noida Sector 62,Indraprastha,Blue Line,Blue Line,34
Noida Sector 62,Uttam Nagar West,Blue Line,Blue Line,24
Noida Sector 62,Supreme Court,Blue Line,Blue Line,33
Noida Sector 62,Yamuna Bank,Blue Line,Blue Line,36
Noida Sector 62,Uttam Nagar East,Blue Line,Blue Line,25
Noida Sector 62,Mandi House,Blue Line,Blue Line,33
Noida Sector 62,Janakpuri West,Blue Line,Blue Line,25
Noida Sector 62,Barakhambha Road,Blue Line,Blue Line,33
Noida Sector 62,Janakpuri East,Blue Line,Blue Line,26
Noida Sector 62,Tilak Nagar,Blue Line,Blue Line,27
Noida Sector 62,Ramakrishna Ashram Marg,Blue Line,Blue Line,33
Noida Sector 62,Subhash Nagar,Blue Line,Blue Line,28
Noida Sector 62,Rajouri Garden,Blue Line,Blue Line,28
Noida Sector 62,Rajendra Place,Blue Line,Blue Line,31
Noida Sector 62,Tagore Garden,Blue Line,Blue Line,28
Noida Sector 62,Karol Bagh,Blue Line,Blue Line,32
Noida Sector 62,Jhandewalan,Blue Line,Blue Line,33
Noida Sector 62,Patel Nagar,Blue Line,Blue Line,31
Noida Sector 62,Shadipur,Blue Line,Blue Line,31
Noida Sector 62,Ramesh Nagar,Blue Line,Blue Line,30
Noida Sector 62,Kirti Nagar†,Blue Line,Blue Line,30
Noida Sector 62,Moti Nagar,Blue Line,Blue Line,31
Noida Sector 62,Laxmi Nagar,Blue Line,Blue Line branch,38
Noida Sector 62,Nirman Vihar,Blue Line,Blue Line branch,40
Noida Sector 62,Preet Vihar,Blue Line,Blue Line branch,41
Noida Sector 62,Vaishali,Blue Line,Blue Line branch,28
Noida Sector 62,Kaushambi,Blue Line,Blue Line branch,45
Noida Sector 62,Anand Vihar ISBT,Blue Line,Blue Line branch,44
Noida Sector 62,Karkarduma,Blue Line,Blue Line branch,43
Noida Sector 62,Punjabi Bagh,Blue Line,Green Line,33
Noida Sector 62,Ashok Park Main,Blue Line,Green Line,34
Noida Sector 62,Shivaji Park,Blue Line,Green Line,34
Noida Sector 62,Madipur,Blue Line,Green Line,34
Noida Sector 62,Paschim Vihar East,Blue Line,Green Line,34
Noida Sector 62,Paschim Vihar West,Blue Line,Green Line,34
Noida Sector 62,Peera Garhi,Blue Line,Green Line,34
Noida Sector 62,Udyog Nagar,Blue Line,Green Line,34
Noida Sector 62,Nangloi Railway station,Blue Line,Green Line,34
Noida Sector 62,Rajdhani Park,Blue Line,Green Line,35
Noida Sector 62,Nangloi,Blue Line,Green Line,34
Noida Sector 62,Mundka,Blue Line,Green Line,35
Noida Sector 62,Mundka Industrial Area,Blue Line,Green Line,36
Noida Sector 62,Ghevra,Blue Line,Green Line,37
Noida Sector 62,Tikri Kalan,Blue Line,Green Line,38
Noida Sector 62,Tikri Border,Blue Line,Green Line,39
Noida Sector 62,Pandit Shree Ram Sharma,Blue Line,Green Line,40
Noida Sector 62,Bahadurgarh City,Blue Line,Green Line,42
Noida Sector 62,Brigadier Hoshiyar Singh,Blue Line,Green Line,44
Noida Sector 62,Satguru Ramsingh Marg,Blue Line,Green Line branch,33
Noida Sector 62,Najafgarh,Blue Line,Grey Line,27
Noida Sector 62,Nangli,Blue Line,Grey Line,26
Noida Sector 62,Chirag Delhi,Blue Line,Magenta Line,24
Noida Sector 62,Greater Kailash,Blue Line,Magenta Line,25
Noida Sector 62,Panchsheel Park,Blue Line,Magenta Line,22
Noida Sector 62,Kalindi Kunj,Blue Line,Magenta Line,35
Noida Sector 62,Jasola Vihar Shaheen Bagh,Blue Line,Magenta Line,33
Noida Sector 62,Nehru Enclave,Blue Line,Magenta Line,27
Noida Sector 62,R.K.Puram,Blue Line,Magenta Line,19
Noida Sector 62,Okhla Bird Sanctuary,Blue Line,Magenta Line,37
Noida Sector 62,Okhla NSIC,Blue Line,Magenta Line,30
Noida Sector 62,Munirka,Blue Line,Magenta Line,18
Noida Sector 62,Shankar Vihar,Blue Line,Magenta Line,16
Noida Sector 62,Jamia Millia Islamia,Blue Line,Magenta Line,32
Noida Sector 62,Sukhdev Vihar,Blue Line,Magenta Line,31
Noida Sector 62,Vasant Vihar,Blue Line,Magenta Line,18
Noida Sector 62,Okhla Vihar,Blue Line,Magenta Line,34
Noida Sector 62,Sadar Bazaar Cantonment,Blue Line,Magenta Line,17
Noida Sector 62,Palam,Blue Line,Magenta Line,19
Noida Sector 62,Dashrath Puri,Blue Line,Magenta Line,21
Noida Sector 62,Dabri Mor-Janakpuri South,Blue Line,Magenta Line,23
Noida Sector 62,Delhi Aerocity,Blue Line,Orange Line,13
Noida Sector 62,Indira Gandhi International Airport,Blue Line,Orange Line,13
Noida Sector 62,Dhaula Kuan,Blue Line,Orange Line,22
Noida Sector 62,Shivaji Stadium,Blue Line,Orange Line,32
Noida Sector 62,Vinobapuri,Blue Line,Pink Line,29
Noida Sector 62,Bhikaji Cama Place,Blue Line,Pink Line,21
Noida Sector 62,Ashram,Blue Line,Pink Line,30
Noida Sector 62,Sarojini Nagar,Blue Line,Pink Line,23
Noida Sector 62,Sir Vishweshwaraiah Moti Bagh,Blue Line,Pink Line,22
Noida Sector 62,Hazrat Nizamuddin,Blue Line,Pink Line,32
Noida Sector 62,Durgabai Deshmukh South Campus,Blue Line,Pink Line,22
Noida Sector 62,Delhi Cantonment,Blue Line,Pink Line,21
Noida Sector 62,Mayur Vihar Pocket I,Blue Line,Pink Line,38
Noida Sector 62,Trilokpuri Sanjay Lake,Blue Line,Pink Line,40
Noida Sector 62,Shiv Vihar,Blue Line,Pink Line,24
Noida Sector 62,East Vinod Nagar – Mayur Vihar-II,Blue Line,Pink Line,40
Noida Sector 62,Mandawali – West Vinod Nagar,Blue Line,Pink Line,41
Noida Sector 62,Naraina Vihar,Blue Line,Pink Line,26
Noida Sector 62,IP Extension,Blue Line,Pink Line,42
Noida Sector 62,Mayapuri,Blue Line,Pink Line,27
Noida Sector 62,South,Blue Line,Pink Line,35
Noida Sector 62,Karkarduma Court,Blue Line,Pink Line,43
Noida Sector 62,Krishna Nagar,Blue Line,Pink Line,43
Noida Sector 62,ESI Hospital,Blue Line,Pink Line,31
Noida Sector 62,East Azad Nagar,Blue Line,Pink Line,43
Noida Sector 62,Punjabi Bagh West,Blue Line,Pink Line,33
Noida Sector 62,Jaffrabad,Blue Line,Pink Line,44
Noida Sector 62,Shakurpur,Blue Line,Pink Line,36
Noida Sector 62,Maujpur-Babarpur,Blue Line,Pink Line,46
Noida Sector 62,Gokulpuri,Blue Line,Pink Line,48
Noida Sector 62,Shalimar Bagh,Blue Line,Pink Line,41
Noida Sector 62,Majlis Park,Blue Line,Pink Line,44
Noida Sector 62,Shaheed Nagar,Blue Line,Red Line,21
Noida Sector 62,Mohan Nagar,Blue Line,Red Line,22
Noida Sector 62,Raj Bagh,Blue Line,Red Line,33
Noida Sector 62,Inderlok,Blue Line,Red Line,35
Noida Sector 62,Kashmere Gate,Blue Line,Red Line,35
Noida Sector 62,Welcome,Blue Line,Red Line,35
Noida Sector 62,Pul Bangash,Blue Line,Red Line,36
Noida Sector 62,Pratap Nagar,Blue Line,Red Line,36
Noida Sector 62,Tis Hazari,Blue Line,Red Line,37
Noida Sector 62,Shastri Park,Blue Line,Red Line,40
Noida Sector 62,Seelampur,Blue Line,Red Line,42
Noida Sector 62,Shastri Nagar,Blue Line,Red Line,35
Noida Sector 62,Shaheed Sthal,Blue Line,Red Line,58
Noida Sector 62,Shahdara,Blue Line,Red Line,44
Noida Sector 62,Jhilmil,Blue Line,Red Line,47
Noida Sector 62,Mansarovar Park,Blue Line,Red Line,46
Noida Sector 62,Dilshad Garden,Blue Line,Red Line,48
Noida Sector 62,Arthala,Blue Line,Red Line,56
Noida Sector 62,Major Mohit Sharma,Blue Line,Red Line,52
Noida Sector 62,Kanhaiya Nagar,Blue Line,Red Line,36
Noida Sector 62,Keshav Puram,Blue Line,Red Line,37
Noida Sector 62,Netaji Subhash Place,Blue Line,Red Line,38
Noida Sector 62,Kohat Enclave,Blue Line,Red Line,38
Noida Sector 62,Shyam Park,Blue Line,Red Line,46
Noida Sector 62,Pitam Pura,Blue Line,Red Line,38
Noida Sector 62,Rohini East,Blue Line,Red Line,39
Noida Sector 62,Rohini West,Blue Line,Red Line,40
Noida Sector 62,Rithala,Blue Line,Red Line,41
Noida Sector 62,Hindon,Blue Line,Red Line,83
Noida Sector 62,Lal Qila,Blue Line,Violet Line,1763
Noida Sector 62,Raja Nahar Singh,Blue Line,Violet Line,42
Noida Sector 62,Sant Surdas (Sihi),Blue Line,Violet Line,40
Noida Sector 62,Escorts Mujesar,Blue Line,Violet Line,39
Noida Sector 62,Bata Chowk,Blue Line,Violet Line,38
Noida Sector 62,Neelam Chowk Ajronda,Blue Line,Violet Line,37
Noida Sector 62,Mewala Maharajpur,Blue Line,Violet Line,33
Noida Sector 62,Badarpur Border,Blue Line,Violet Line,33
Noida Sector 62,Tughlakabad Station,Blue Line,Violet Line,32
Noida Sector 62,Mohan Estate,Blue Line,Violet Line,32
Noida Sector 62,Sarita Vihar,Blue Line,Violet Line,31
Noida Sector 62,Jasola Apollo,Blue Line,Violet Line,31
Noida Sector 62,Harkesh Nagar Okhla,Blue Line,Violet Line,30
Noida Sector 62,Govind Puri,Blue Line,Violet Line,29
Noida Sector 62,Sector 28,Blue Line,Violet Line,14
Noida Sector 62,Nehru Place,Blue Line,Violet Line,28
Noida Sector 62,Kalkaji Mandir,Blue Line,Violet Line,29
Noida Sector 62,Kailash Colony,Blue Line,Violet Line,27
Noida Sector 62,Moolchand,Blue Line,Violet Line,26
Noida Sector 62,Lajpat Nagar,Blue Line,Violet Line,27
Noida Sector 62,Jangpura,Blue Line,Violet Line,29
Noida Sector 62,Jawaharlal Nehru Stadium,Blue Line,Violet Line,28
Noida Sector 62,Khan Market,Blue Line,Violet Line,29
Noida Sector 62,Janpath,Blue Line,Violet Line,29
Noida Sector 62,ITO,Blue Line,Violet Line,34
Noida Sector 62,Delhi Gate,Blue Line,Violet Line,35
Noida Sector 62,Jama Masjid,Blue Line,Violet Line,37
Noida Sector 62,Sarai,Blue Line,Violet Line,35
Noida Sector 62,HUDA City Centre,Blue Line,Yellow Line,5
Noida Sector 62,Sultanpur,Blue Line,Yellow Line,32
Noida Sector 62,IFFCO Chowk,Blue Line,Yellow Line,3
Noida Sector 62,MG Road,Blue Line,Yellow Line,1
Noida Sector 62,Arjan Garh,Blue Line,Yellow Line,6
Noida Sector 62,Sikandarpur,Blue Line,Yellow Line,2
Noida Sector 62,Guru Dronacharya,Blue Line,Yellow Line,3
Noida Sector 62,Ghitorni,Blue Line,Yellow Line,10
Noida Sector 62,Chhatarpur,Blue Line,Yellow Line,14
Noida Sector 62,Saket,Blue Line,Yellow Line,21
Noida Sector 62,Malviya Nagar,Blue Line,Yellow Line,21
Noida Sector 62,Hauz Khas,Blue Line,Yellow Line,21
Noida Sector 62,Green Park,Blue Line,Yellow Line,23
Noida Sector 62,AIIMS,Blue Line,Yellow Line,24
Noida Sector 62,INA,Blue Line,Yellow Line,25
Noida Sector 62,Jor Bagh,Blue Line,Yellow Line,27
Noida Sector 62,Lok Kalyan Marg,Blue Line,Yellow Line,27
Noida Sector 62,Udyog Bhawan,Blue Line,Yellow Line,29
Noida Sector 62,Central Secretariat,Blue Line,Yellow Line,30
Noida Sector 62,Patel Chowk,Blue Line,Yellow Line,31
Noida Sector 62,Rajiv Chowk,Blue Line,Yellow Line,33
Noida Sector 62,New Delhi,Blue Line,Yellow Line,34
Noida Sector 62,Chawri Bazar,Blue Line,Yellow Line,36
Noida Sector 62,Chandni Chowk,Blue Line,Yellow Line,37
Noida Sector 62,Civil Lines,Blue Line,Yellow Line,39
Noida Sector 62,Vidhan Sabha,Blue Line,Yellow Line,40
Noida Sector 62,Vishwa Vidyalaya,Blue Line,Yellow Line,41
Noida Sector 62,GTB Nagar,Blue Line,Yellow Line,41
Noida Sector 62,Model Town,Blue Line,Yellow Line,41
Noida Sector 62,Azadpur,Blue Line,Yellow Line,41
Noida Sector 62,Adarsh Nagar,Blue Line,Yellow Line,41
Noida Sector 62,Jahangirpuri,Blue Line,Yellow Line,43
Noida Sector 62,Haiderpur,Blue Line,Yellow Line,43
Noida Sector 62,Rohini Sector 18,Blue Line,Yellow Line,44
Noida Sector 62,Samaypur Badli,Blue Line,Yellow Line,45
Dwarka Sector 21,Noida Sector 15,Blue Line,Blue Line,13
Dwarka Sector 21,Noida Sector 16,Blue Line,Blue Line,13
Dwarka Sector 21,Noida Sector 18,Blue Line,Blue Line,13
Dwarka Sector 21,Noida Sector 34,Blue Line,Blue Line,13
Dwarka Sector 21,Noida Sector 52,Blue Line,Blue Line,13
Dwarka Sector 21,Noida Sector 59,Blue Line,Blue Line,13
Dwarka Sector 21,Noida Sector 61,Blue Line,Blue Line,13
Dwarka Sector 21,Noida Sector 62,Blue Line,Blue Line,13
Dwarka Sector 21,Botanical Garden,Blue Line,Blue Line,41
Dwarka Sector 21,Dwarka Sector 8,Blue Line,Blue Line,3
Dwarka Sector 21,Dwarka Sector 9,Blue Line,Blue Line,4
Dwarka Sector 21,Dwarka,Blue Line,Blue Line,5
Dwarka Sector 21,Noida Electronic City,Blue Line,Blue Line,35
Dwarka Sector 21,Dwarka Sector 10,Blue Line,Blue Line,5
Dwarka Sector 21,Dwarka Sector 11,Blue Line,Blue Line,6
Dwarka Sector 21,New Ashok Nagar,Blue Line,Blue Line,37
Dwarka Sector 21,Dwarka Sector 12,Blue Line,Blue Line,8
Dwarka Sector 21,Mayur Vihar Extension,Blue Line,Blue Line,36
Dwarka Sector 21,Dwarka Sector 13,Blue Line,Blue Line,9
Dwarka Sector 21,Golf Course,Blue Line,Blue Line,17
Dwarka Sector 21,Dwarka Sector 14,Blue Line,Blue Line,10
Dwarka Sector 21,Mayur Vihar -I,Blue Line,Blue Line,36
Dwarka Sector 21,Akshardham,Blue Line,Blue Line,35
Dwarka Sector 21,Dwarka Mor,Blue Line,Blue Line,12
Dwarka Sector 21,Nawada,Blue Line,Blue Line,12
Dwarka Sector 21,Indraprastha,Blue Line,Blue Line,31
Dwarka Sector 21,Uttam Nagar West,Blue Line,Blue Line,12
Dwarka Sector 21,Supreme Court,Blue Line,Blue Line,29
Dwarka Sector 21,Yamuna Bank,Blue Line,Blue Line,33
Dwarka Sector 21,Uttam Nagar East,Blue Line,Blue Line,13
Dwarka Sector 21,Mandi House,Blue Line,Blue Line,29
Dwarka Sector 21,Janakpuri West,Blue Line,Blue Line,14
Dwarka Sector 21,Barakhambha Road,Blue Line,Blue Line,28
Dwarka Sector 21,Janakpuri East,Blue Line,Blue Line,15
Dwarka Sector 21,Tilak Nagar,Blue Line,Blue Line,16
Dwarka Sector 21,Ramakrishna Ashram Marg,Blue Line,Blue Line,27
Dwarka Sector 21,Subhash Nagar,Blue Line,Blue Line,17
Dwarka Sector 21,Rajouri Garden,Blue Line,Blue Line,18
Dwarka Sector 21,Rajendra Place,Blue Line,Blue Line,24
Dwarka Sector 21,Tagore Garden,Blue Line,Blue Line,18
Dwarka Sector 21,Karol Bagh,Blue Line,Blue Line,25
Dwarka Sector 21,Jhandewalan,Blue Line,Blue Line,26
Dwarka Sector 21,Patel Nagar,Blue Line,Blue Line,23
Dwarka Sector 21,Shadipur,Blue Line,Blue Line,23
Dwarka Sector 21,Ramesh Nagar,Blue Line,Blue Line,20
Dwarka Sector 21,Kirti Nagar†,Blue Line,Blue Line,21
Dwarka Sector 21,Moti Nagar,Blue Line,Blue Line,22
Dwarka Sector 21,Laxmi Nagar,Blue Line,Blue Line branch,35
Dwarka Sector 21,Nirman Vihar,Blue Line,Blue Line branch,37
Dwarka Sector 21,Preet Vihar,Blue Line,Blue Line branch,38
Dwarka Sector 21,Vaishali,Blue Line,Blue Line branch,16
Dwarka Sector 21,Kaushambi,Blue Line,Blue Line branch,42
Dwarka Sector 21,Anand Vihar ISBT,Blue Line,Blue Line branch,42
Dwarka Sector 21,Karkarduma,Blue Line,Blue Line branch,40
Dwarka Sector 21,Punjabi Bagh,Blue Line,Green Line,23
Dwarka Sector 21,Ashok Park Main,Blue Line,Green Line,25
Dwarka Sector 21,Shivaji Park,Blue Line,Green Line,24
Dwarka Sector 21,Madipur,Blue Line,Green Line,23
Dwarka Sector 21,Paschim Vihar East,Blue Line,Green Line,23
Dwarka Sector 21,Paschim Vihar West,Blue Line,Green Line,23
Dwarka Sector 21,Peera Garhi,Blue Line,Green Line,22
Dwarka Sector 21,Udyog Nagar,Blue Line,Green Line,22
Dwarka Sector 21,Nangloi Railway station,Blue Line,Green Line,22
Dwarka Sector 21,Rajdhani Park,Blue Line,Green Line,22
Dwarka Sector 21,Nangloi,Blue Line,Green Line,22
Dwarka Sector 21,Mundka,Blue Line,Green Line,23
Dwarka Sector 21,Mundka Industrial Area,Blue Line,Green Line,23
Dwarka Sector 21,Ghevra,Blue Line,Green Line,25
Dwarka Sector 21,Tikri Kalan,Blue Line,Green Line,26
Dwarka Sector 21,Tikri Border,Blue Line,Green Line,27
Dwarka Sector 21,Pandit Shree Ram Sharma,Blue Line,Green Line,28
Dwarka Sector 21,Bahadurgarh City,Blue Line,Green Line,30
Dwarka Sector 21,Brigadier Hoshiyar Singh,Blue Line,Green Line,32
Dwarka Sector 21,Satguru Ramsingh Marg,Blue Line,Green Line branch,24
Dwarka Sector 21,Najafgarh,Blue Line,Grey Line,16
Dwarka Sector 21,Nangli,Blue Line,Grey Line,14
Dwarka Sector 21,Chirag Delhi,Blue Line,Magenta Line,25
Dwarka Sector 21,Greater Kailash,Blue Line,Magenta Line,27
Dwarka Sector 21,Panchsheel Park,Blue Line,Magenta Line,23
Dwarka Sector 21,Kalindi Kunj,Blue Line,Magenta Line,37
Dwarka Sector 21,Jasola Vihar Shaheen Bagh,Blue Line,Magenta Line,35
Dwarka Sector 21,Nehru Enclave,Blue Line,Magenta Line,29
Dwarka Sector 21,R.K.Puram,Blue Line,Magenta Line,19
Dwarka Sector 21,Okhla Bird Sanctuary,Blue Line,Magenta Line,39
Dwarka Sector 21,Okhla NSIC,Blue Line,Magenta Line,31
Dwarka Sector 21,Munirka,Blue Line,Magenta Line,17
Dwarka Sector 21,Shankar Vihar,Blue Line,Magenta Line,12
Dwarka Sector 21,Jamia Millia Islamia,Blue Line,Magenta Line,33
Dwarka Sector 21,Sukhdev Vihar,Blue Line,Magenta Line,32
Dwarka Sector 21,Vasant Vihar,Blue Line,Magenta Line,16
Dwarka Sector 21,Okhla Vihar,Blue Line,Magenta Line,35
Dwarka Sector 21,Sadar Bazaar Cantonment,Blue Line,Magenta Line,9
Dwarka Sector 21,Palam,Blue Line,Magenta Line,8
Dwarka Sector 21,Dashrath Puri,Blue Line,Magenta Line,10
Dwarka Sector 21,Dabri Mor-Janakpuri South,Blue Line,Magenta Line,12
Dwarka Sector 21,Delhi Aerocity,Blue Line,Orange Line,10
Dwarka Sector 21,Indira Gandhi International Airport,Blue Line,Orange Line,4
Dwarka Sector 21,Dhaula Kuan,Blue Line,Orange Line,17
Dwarka Sector 21,Shivaji Stadium,Blue Line,Orange Line,27
Dwarka Sector 21,Vinobapuri,Blue Line,Pink Line,29
Dwarka Sector 21,Bhikaji Cama Place,Blue Line,Pink Line,19
Dwarka Sector 21,Ashram,Blue Line,Pink Line,30
Dwarka Sector 21,Sarojini Nagar,Blue Line,Pink Line,21
Dwarka Sector 21,Sir Vishweshwaraiah Moti Bagh,Blue Line,Pink Line,18
Dwarka Sector 21,Hazrat Nizamuddin,Blue Line,Pink Line,30
Dwarka Sector 21,Durgabai Deshmukh South Campus,Blue Line,Pink Line,18
Dwarka Sector 21,Delhi Cantonment,Blue Line,Pink Line,14
Dwarka Sector 21,Mayur Vihar Pocket I,Blue Line,Pink Line,37
Dwarka Sector 21,Trilokpuri Sanjay Lake,Blue Line,Pink Line,39
Dwarka Sector 21,Shiv Vihar,Blue Line,Pink Line,12
Dwarka Sector 21,East Vinod Nagar – Mayur Vihar-II,Blue Line,Pink Line,38
Dwarka Sector 21,Mandawali – West Vinod Nagar,Blue Line,Pink Line,39
Dwarka Sector 21,Naraina Vihar,Blue Line,Pink Line,18
Dwarka Sector 21,IP Extension,Blue Line,Pink Line,40
Dwarka Sector 21,Mayapuri,Blue Line,Pink Line,18
Dwarka Sector 21,South,Blue Line,Pink Line,30
Dwarka Sector 21,Karkarduma Court,Blue Line,Pink Line,39
Dwarka Sector 21,Krishna Nagar,Blue Line,Pink Line,39
Dwarka Sector 21,ESI Hospital,Blue Line,Pink Line,21
Dwarka Sector 21,East Azad Nagar,Blue Line,Pink Line,39
Dwarka Sector 21,Punjabi Bagh West,Blue Line,Pink Line,24
Dwarka Sector 21,Jaffrabad,Blue Line,Pink Line,39
Dwarka Sector 21,Shakurpur,Blue Line,Pink Line,27
Dwarka Sector 21,Maujpur-Babarpur,Blue Line,Pink Line,40
Dwarka Sector 21,Gokulpuri,Blue Line,Pink Line,42
Dwarka Sector 21,Shalimar Bagh,Blue Line,Pink Line,31
Dwarka Sector 21,Majlis Park,Blue Line,Pink Line,34
Dwarka Sector 21,Shaheed Nagar,Blue Line,Red Line,23
Dwarka Sector 21,Mohan Nagar,Blue Line,Red Line,12
Dwarka Sector 21,Raj Bagh,Blue Line,Red Line,27
Dwarka Sector 21,Inderlok,Blue Line,Red Line,30
Dwarka Sector 21,Kashmere Gate,Blue Line,Red Line,30
Dwarka Sector 21,Welcome,Blue Line,Red Line,30
Dwarka Sector 21,Pul Bangash,Blue Line,Red Line,29
Dwarka Sector 21,Pratap Nagar,Blue Line,Red Line,29
Dwarka Sector 21,Tis Hazari,Blue Line,Red Line,31
Dwarka Sector 21,Shastri Park,Blue Line,Red Line,35
Dwarka Sector 21,Seelampur,Blue Line,Red Line,37
Dwarka Sector 21,Shastri Nagar,Blue Line,Red Line,27
Dwarka Sector 21,Shaheed Sthal,Blue Line,Red Line,56
Dwarka Sector 21,Shahdara,Blue Line,Red Line,40
Dwarka Sector 21,Jhilmil,Blue Line,Red Line,43
Dwarka Sector 21,Mansarovar Park,Blue Line,Red Line,41
Dwarka Sector 21,Dilshad Garden,Blue Line,Red Line,44
Dwarka Sector 21,Arthala,Blue Line,Red Line,54
Dwarka Sector 21,Major Mohit Sharma,Blue Line,Red Line,49
Dwarka Sector 21,Kanhaiya Nagar,Blue Line,Red Line,27
Dwarka Sector 21,Keshav Puram,Blue Line,Red Line,28
Dwarka Sector 21,Netaji Subhash Place,Blue Line,Red Line,28
Dwarka Sector 21,Kohat Enclave,Blue Line,Red Line,28
Dwarka Sector 21,Shyam Park,Blue Line,Red Line,40
Dwarka Sector 21,Pitam Pura,Blue Line,Red Line,28
Dwarka Sector 21,Rohini East,Blue Line,Red Line,28
Dwarka Sector 21,Rohini West,Blue Line,Red Line,29
Dwarka Sector 21,Rithala,Blue Line,Red Line,30
